,Unnamed: 0,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
49,49,2247,,2024-03-16,,,,"Webb, Jacob",656627,657097,strikeout,swinging_strike,,,,,,Mark Kolozsvary strikes out swinging.,S,R,R,BAL,BOS,S,2.0,,1,2,2024,,,,,,,,2,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,0.0,,0.0,0.0,,54,4,,3,4,4,3,4,3,4,3,,,,0.012,,,,,,,-1,1,0.342,0.658,30,28,31,29,1,0,,,,,,,,
50,50,2352,,2024-03-16,,,,"Webb, Jacob",656627,657097,,swinging_strike,,,,,,Mark Kolozsvary strikes out swinging.,S,R,R,BAL,BOS,S,,,1,1,2024,,,,,,,,2,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,,,,,,54,3,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.342,0.658,30,28,31,29,1,0,,,,,,,,
51,51,2550,,2024-03-16,,,,"Webb, Jacob",656627,657097,,swinging_strike,,,,,,Mark Kolozsvary strikes out swinging.,S,R,R,BAL,BOS,S,,,1,0,2024,,,,,,,,2,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,,,,,,54,2,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.342,0.658,30,28,31,29,1,0,,,,,,,,
52,52,2612,,2024-03-16,,,,"Webb, Jacob",656627,657097,,ball,,,,,,Mark Kolozsvary strikes out swinging.,S,R,R,BAL,BOS,B,,,0,0,2024,,,,,,,657193.0,1,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,,,,,,54,1,,3,4,4,3,4,3,4,3,,,,0.044,,,,,,,-1,1,0.298,0.702,30,28,31,29,1,0,,,,,,,,
53,53,2738,,2024-03-16,,,,"Webb, Jacob",657193,657097,walk,ball,,,,,,Eddy Alvarez walks.,S,L,R,BAL,BOS,B,,,3,0,2024,,,,,,,,1,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,0.7,,0.0,0.0,,53,4,,3,4,4,3,4,3,4,3,,,,-0.026,,,,,,,-1,1,0.324,0.676,30,34,31,34,1,2,,,,,,,,
54,54,2987,,2024-03-16,,,,"Webb, Jacob",657193,657097,,ball,,,,,,Eddy Alvarez walks.,S,L,R,BAL,BOS,B,,,2,0,2024,,,,,,,,1,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,,,,,,53,3,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.324,0.676,30,34,31,34,1,2,,,,,,,,
55,55,3271,,2024-03-16,,,,"Webb, Jacob",657193,657097,,ball,,,,,,Eddy Alvarez walks.,S,L,R,BAL,BOS,B,,,1,0,2024,,,,,,,,1,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,,,,,,53,2,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.324,0.676,30,34,31,34,1,2,,,,,,,,
56,56,3377,,2024-03-16,,,,"Webb, Jacob",657193,657097,,ball,,,,,,Eddy Alvarez walks.,S,L,R,BAL,BOS,B,,,0,0,2024,,,,,,,,1,7,Top,,,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,,,,,,53,1,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.324,0.676,30,34,31,34,1,2,,,,,,,,
57,57,3626,,2024-03-16,,,,"Webb, Jacob",663853,657097,field_out,hit_into_play,,,,,,"Romy Gonzalez grounds out, shortstop Errol Robinson to first baseman Anthony Santander.",S,R,R,BAL,BOS,X,6.0,ground_ball,0,0,2024,,,,,,,,0,7,Top,106.04,157.94,,,,,,,,,,,,,,,,,,,747948,668974,623993,681393,665155,642021,663527,669288,682983,,,,0.0,,0.0,0.0,,52,1,,3,4,4,3,4,3,4,3,,,,0.024,,,,,,,-1,1,0.3,0.7,30,27,31,28,1,2,,,,,,,,
58,58,2639,,2024-03-16,,,,"Hagenman, Justin",656775,663795,field_out,hit_into_play,,,,,,"Cedric Mullins grounds out, first baseman Joe Dunand to pitcher Justin Hagenman.",S,L,R,BAL,BOS,X,3.0,ground_ball,0,0,2024,,,,,,691723.0,,2,6,Bot,155.0,166.4,,,,,,,,,,,,,,,,,,,747948,656627,656388,642197,663853,657193,622569,677800,666915,,,,0.0,,0.0,0.0,,51,1,,3,4,3,4,4,3,3,4,,,,-0.061,,,,,,,-1,-1,0.361,0.361,27,29,28,30,1,3,,,,,,,,
59,59,2866,,2024-03-16,,,,"Hagenman, Justin",691723,663795,double,hit_into_play,,,,,,Coby Mayo doubles (6) on a soft fly ball to second baseman Jamie Westbrook.,S,R,R,BAL,BOS,X,4.0,fly_ball,0,0,2024,,,,,,,,2,6,Bot,164.07,142.22,,,,,,,,,,,,,,,,,,,747948,656627,656388,642197,663853,657193,622569,677800,666915,,,,1.25,,1.0,1.0,,50,1,,3,4,3,4,4,3,3,4,,,,0.042,,,,,,,-1,-1,0.319,0.319,27,22,28,23,1,2,,,,,,,,
60,60,2958,,2024-03-16,,,,"Hagenman, Justin",663527,663795,field_out,hit_into_play,,,,,,Tyler Nevin flies out to center fielder Wilyer Abreu.,S,R,R,BAL,BOS,X,8.0,fly_ball,0,0,2024,,,,,,,,1,6,Bot,126.59,46.11,,,,,,,,,,,,,,,,,,,747948,656627,656388,642197,663853,657193,622569,677800,666915,,,,0.0,,0.0,0.0,,49,1,,3,4,3,4,4,3,3,4,,,,-0.028,,,,,,,-1,-1,0.347,0.347,27,27,28,27,1,2,,,,,,,,
61,61,3161,,2024-03-16,,,,"Hagenman, Justin",669065,663795,strikeout,swinging_strike,,,,,,Kyle Stowers strikes out swinging.,S,L,R,BAL,BOS,S,2.0,,0,2,2024,,,,,,,,0,6,Bot,,,,,,,,,,,,,,,,,,,,,747948,656627,656388,642197,663853,657193,622569,677800,666915,,,,0.0,,0.0,0.0,,48,3,,3,4,3,4,4,3,3,4,,,,-0.04,,,,,,,-1,-1,0.387,0.387,27,26,28,26,1,2,,,,,,,,
62,62,3306,,2024-03-16,,,,"Hagenman, Justin",669065,663795,,swinging_strike,,,,,,Kyle Stowers strikes out swinging.,S,L,R,BAL,BOS,S,,,0,1,2024,,,,,,,,0,6,Bot,,,,,,,,,,,,,,,,,,,,,747948,656627,656388,642197,663853,657193,622569,677800,666915,,,,,,,,,48,2,,3,4,3,4,4,3,3,4,,,,0.0,,,,,,,-1,-1,0.387,0.387,27,26,28,26,1,2,,,,,,,,
63,63,3630,,2024-03-16,,,,"Hagenman, Justin",669065,663795,,swinging_strike,,,,,,Kyle Stowers strikes out swinging.,S,L,R,BAL,BOS,S,,,0,0,2024,,,,,,,,0,6,Bot,,,,,,,,,,,,,,,,,,,,,747948,656627,656388,642197,663853,657193,622569,677800,666915,,,,,,,,,48,1,,3,4,3,4,4,3,3,4,,,,0.0,,,,,,,-1,-1,0.387,0.387,27,26,28,26,1,2,,,,,,,,
64,64,1822,,2024-03-16,,,,"Kimbrel, Craig",677800,518886,strikeout,called_strike,,,,,,Wilyer Abreu called out on strikes.,S,L,R,BAL,BOS,S,2.0,,0,2,2024,,,,,622569.0,,,2,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.0,,0.0,0.0,,47,3,,3,4,4,3,4,3,4,3,,,,0.044,,,,,,,-1,1,0.343,0.657,36,25,36,25,1,2,,,,,,,,
65,65,1945,,2024-03-16,,,,"Kimbrel, Craig",677800,518886,,called_strike,,,,,,Wilyer Abreu called out on strikes.,S,L,R,BAL,BOS,S,,,0,1,2024,,,,,622569.0,,,2,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,47,2,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.343,0.657,36,25,36,25,1,2,,,,,,,,
66,66,2045,,2024-03-16,,,,"Kimbrel, Craig",677800,518886,,called_strike,,,,,,Wilyer Abreu called out on strikes.,S,L,R,BAL,BOS,S,,,0,0,2024,,,,,622569.0,,,2,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,47,1,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.343,0.657,36,25,36,25,1,2,,,,,,,,
67,67,2227,,2024-03-16,,,,"Kimbrel, Craig",666915,518886,strikeout,swinging_strike,,,,,,Bobby Dalbec strikes out swinging.,S,R,R,BAL,BOS,S,2.0,,0,2,2024,,,,,622569.0,,,1,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.0,,0.0,0.0,,46,3,,3,4,4,3,4,3,4,3,,,,0.071,,,,,,,-1,1,0.272,0.728,36,29,36,29,1,2,,,,,,,,
68,68,2387,,2024-03-16,,,,"Kimbrel, Craig",666915,518886,,swinging_strike,,,,,,Bobby Dalbec strikes out swinging.,S,R,R,BAL,BOS,S,,,0,1,2024,,,,,622569.0,,,1,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,46,2,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.272,0.728,36,29,36,29,1,2,,,,,,,,
69,69,2470,,2024-03-16,,,,"Kimbrel, Craig",666915,518886,,swinging_strike,,,,,,Bobby Dalbec strikes out swinging.,S,R,R,BAL,BOS,S,,,0,0,2024,,,,,622569.0,,,1,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,46,1,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.272,0.728,36,29,36,29,1,2,,,,,,,,
70,70,2676,,2024-03-16,,,,"Kimbrel, Craig",671213,518886,field_out,hit_into_play,,,,,,"Triston Casas grounds out, second baseman Jorge Mateo to first baseman Anthony Santander.   Pablo Reyes to 3rd.",S,L,R,BAL,BOS,X,4.0,ground_ball,0,1,2024,,,,,,622569.0,,0,6,Top,151.98,162.78,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.0,,0.0,0.0,,45,2,,3,4,4,3,4,3,4,3,,,,0.007,,,,,,,-1,1,0.265,0.735,36,24,36,24,1,2,,,,,,,,
71,71,2860,,2024-03-16,,,,"Kimbrel, Craig",671213,518886,,called_strike,,,,,,"Triston Casas grounds out, second baseman Jorge Mateo to first baseman Anthony Santander.   Pablo Reyes to 3rd.",S,L,R,BAL,BOS,S,,,0,0,2024,,,,,,,622569.0,0,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,45,1,,3,4,4,3,4,3,4,3,,,,-0.031,,,,,,,-1,1,0.296,0.704,36,24,36,24,1,2,,,,,,,,
72,72,2992,,2024-03-16,,,,"Kimbrel, Craig",622569,518886,walk,ball,,,,,,Pablo Reyes walks.,S,R,R,BAL,BOS,B,,,3,0,2024,,,,,,,,0,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.7,,0.0,0.0,,44,4,,3,4,4,3,4,3,4,3,,,,-0.037,,,,,,,-1,1,0.333,0.667,36,30,36,31,1,2,,,,,,,,
73,73,3111,,2024-03-16,,,,"Kimbrel, Craig",622569,518886,,ball,,,,,,Pablo Reyes walks.,S,R,R,BAL,BOS,B,,,2,0,2024,,,,,,,,0,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,44,3,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.333,0.667,36,30,36,31,1,2,,,,,,,,
74,74,3292,,2024-03-16,,,,"Kimbrel, Craig",622569,518886,,ball,,,,,,Pablo Reyes walks.,S,R,R,BAL,BOS,B,,,1,0,2024,,,,,,,,0,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,44,2,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.333,0.667,36,30,36,31,1,2,,,,,,,,
75,75,3546,,2024-03-16,,,,"Kimbrel, Craig",622569,518886,,ball,,,,,,Pablo Reyes walks.,S,R,R,BAL,BOS,B,,,0,0,2024,,,,,,,,0,6,Top,,,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,,,,,,44,1,,3,4,4,3,4,3,4,3,,,,0.0,,,,,,,-1,1,0.333,0.667,36,30,36,31,1,2,,,,,,,,
76,76,1315,,2024-03-16,,,,"Rodríguez, Joely",622761,570257,field_out,hit_into_play,,,,,,Jorge Mateo lines out to center fielder Wilyer Abreu.,S,R,L,BAL,BOS,X,8.0,line_drive,0,0,2024,,,,,656775.0,683002.0,602104.0,2,5,Bot,124.77,85.4,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.0,,0.0,0.0,,43,1,,3,4,3,4,4,3,3,4,,,,-0.111,,,,,,,-1,-1,0.444,0.444,32,29,33,29,1,2,,,,,,,,
77,77,1374,,2024-03-16,,,,"Rodríguez, Joely",602104,570257,walk,ball,,,,,,Ramón Urías walks.   Coby Mayo scores.    Cedric Mullins to 3rd.    Gunnar Henderson to 2nd.,S,R,L,BAL,BOS,B,,,3,0,2024,,,,,691723.0,656775.0,683002.0,2,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.7,,0.0,0.0,,42,4,,2,4,2,4,4,3,3,4,,,,0.127,,,,,,,-2,-2,0.317,0.317,32,30,33,30,1,2,,,,,,,,
78,78,1497,,2024-03-16,,,,"Rodríguez, Joely",602104,570257,,ball,,,,,,Ramón Urías walks.   Coby Mayo scores.    Cedric Mullins to 3rd.    Gunnar Henderson to 2nd.,S,R,L,BAL,BOS,B,,,2,0,2024,,,,,691723.0,656775.0,683002.0,2,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,42,3,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.317,0.317,32,30,33,30,1,2,,,,,,,,
79,79,1584,,2024-03-16,,,,"Rodríguez, Joely",602104,570257,,ball,,,,,,Ramón Urías walks.   Coby Mayo scores.    Cedric Mullins to 3rd.    Gunnar Henderson to 2nd.,S,R,L,BAL,BOS,B,,,1,0,2024,,,,,691723.0,656775.0,683002.0,2,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,42,2,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.317,0.317,32,30,33,30,1,2,,,,,,,,
80,80,1723,,2024-03-16,,,,"Rodríguez, Joely",602104,570257,,ball,,,,,,Ramón Urías walks.   Coby Mayo scores.    Cedric Mullins to 3rd.    Gunnar Henderson to 2nd.,S,R,L,BAL,BOS,B,,,0,0,2024,,,,,691723.0,656775.0,683002.0,2,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,42,1,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.317,0.317,32,30,33,30,1,2,,,,,,,,
81,81,1805,,2024-03-16,,,,"Rodríguez, Joely",623993,570257,strikeout,swinging_strike,,,,,,Anthony Santander strikes out swinging.,S,R,L,BAL,BOS,S,2.0,,0,2,2024,,,,,691723.0,656775.0,683002.0,1,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.0,,0.0,0.0,,41,3,,2,4,2,4,4,2,2,4,,,,-0.106,,,,,,,-2,-2,0.423,0.423,32,29,33,30,1,2,,,,,,,,
82,82,1849,,2024-03-16,,,,"Rodríguez, Joely",623993,570257,,swinging_strike,,,,,,Anthony Santander strikes out swinging.,S,R,L,BAL,BOS,S,,,0,1,2024,,,,,691723.0,656775.0,683002.0,1,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,41,2,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.423,0.423,32,29,33,30,1,2,,,,,,,,
83,83,2021,,2024-03-16,,,,"Rodríguez, Joely",623993,570257,,swinging_strike,,,,,,Anthony Santander strikes out swinging.,S,R,L,BAL,BOS,S,,,0,0,2024,,,,,691723.0,656775.0,683002.0,1,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,41,1,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.423,0.423,32,29,33,30,1,2,,,,,,,,
84,84,2183,,2024-03-16,,,,"Rodríguez, Joely",683002,570257,single,hit_into_play,,,,,,Gunnar Henderson singles on a sharp ground ball to second baseman Jamie Westbrook.   Coby Mayo to 3rd.    Cedric Mullins to 2nd.,S,L,L,BAL,BOS,X,4.0,ground_ball,0,0,2024,,,,,,691723.0,656775.0,1,5,Bot,145.33,153.71,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.9,,1.0,0.0,,40,1,,2,4,2,4,4,2,2,4,,,,0.088,,,,,,,-2,-2,0.335,0.335,32,23,33,23,1,2,,,,,,,,
85,85,2390,,2024-03-16,,,,"Rodríguez, Joely",668939,570257,strikeout,called_strike,,,,,,Adley Rutschman called out on strikes.,S,R,L,BAL,BOS,S,2.0,,0,2,2024,,,,,,691723.0,656775.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.0,,0.0,0.0,,39,3,,2,4,2,4,4,2,2,4,,,,-0.074,,,,,,,-2,-2,0.409,0.409,32,26,33,26,1,2,,,,,,,,
86,86,2518,,2024-03-16,,,,"Rodríguez, Joely",668939,570257,,called_strike,,,,,,Adley Rutschman called out on strikes.,S,R,L,BAL,BOS,S,,,0,1,2024,,,,,,691723.0,656775.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,39,2,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.409,0.409,32,26,33,26,1,2,,,,,,,,
87,87,2691,,2024-03-16,,,,"Rodríguez, Joely",668939,570257,,called_strike,,,,,,Adley Rutschman called out on strikes.,S,R,L,BAL,BOS,S,,,0,0,2024,,,,,,691723.0,656775.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,39,1,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.409,0.409,32,26,33,26,1,2,,,,,,,,
88,88,2825,,2024-03-16,,,,"Rodríguez, Joely",656775,570257,walk,ball,,,,,,Cedric Mullins walks.   Coby Mayo to 2nd.,S,L,L,BAL,BOS,B,,,3,0,2024,,,,,,,691723.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.7,,0.0,0.0,,38,4,,2,4,2,4,4,2,2,4,,,,0.079,,,,,,,-2,-2,0.33,0.33,32,29,33,30,1,2,,,,,,,,
89,89,2952,,2024-03-16,,,,"Rodríguez, Joely",656775,570257,,ball,,,,,,Cedric Mullins walks.   Coby Mayo to 2nd.,S,L,L,BAL,BOS,B,,,2,0,2024,,,,,,,691723.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,38,3,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.33,0.33,32,29,33,30,1,2,,,,,,,,
90,90,3204,,2024-03-16,,,,"Rodríguez, Joely",656775,570257,,ball,,,,,,Cedric Mullins walks.   Coby Mayo to 2nd.,S,L,L,BAL,BOS,B,,,1,0,2024,,,,,,,691723.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,38,2,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.33,0.33,32,29,33,30,1,2,,,,,,,,
91,91,3293,,2024-03-16,,,,"Rodríguez, Joely",656775,570257,,ball,,,,,,Cedric Mullins walks.   Coby Mayo to 2nd.,S,L,L,BAL,BOS,B,,,0,0,2024,,,,,,,691723.0,0,5,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,38,1,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.33,0.33,32,29,33,30,1,2,,,,,,,,
92,92,3529,,2024-03-16,,,,"Rodríguez, Joely",691723,570257,single,hit_into_play,,,,,,Coby Mayo singles on a fly ball to center fielder Wilyer Abreu.,S,R,L,BAL,BOS,X,8.0,fly_ball,0,0,2024,,,,,,,,0,5,Bot,126.59,110.19,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.9,,1.0,0.0,,37,1,,2,4,2,4,4,2,2,4,,,,0.053,,,,,,,-2,-2,0.277,0.277,32,22,33,23,1,1,,,,,,,,
93,93,750,,2024-03-16,,,,"Burnes, Corbin",642197,669203,field_out,hit_into_play,,,,,,"Jamie Westbrook grounds out, third baseman Ramón Urías to first baseman Anthony Santander.",S,R,R,BAL,BOS,X,5.0,ground_ball,0,0,2024,,,,,,,,2,5,Top,106.64,167.01,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.0,,0.0,0.0,,36,1,,2,4,4,2,4,2,4,2,,,,0.008,,,,,,,-2,2,0.269,0.731,29,29,30,29,3,0,,,,,,,,
94,94,816,,2024-03-16,,,,"Burnes, Corbin",656495,669203,field_out,hit_into_play,,,,,,"Dalton Guthrie grounds out, second baseman Jorge Mateo to first baseman Anthony Santander.",S,R,R,BAL,BOS,X,4.0,ground_ball,0,0,2024,,,,,,,,1,5,Top,130.21,146.45,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.0,,0.0,0.0,,35,1,,2,4,4,2,4,2,4,2,,,,0.013,,,,,,,-2,2,0.256,0.744,29,28,30,29,2,1,,,,,,,,
95,95,840,,2024-03-16,,,,"Burnes, Corbin",623168,669203,field_out,hit_into_play,,,,,,Tyler Heineman flies out to left fielder Tyler Nevin.,S,L,R,BAL,BOS,X,7.0,fly_ball,0,0,2024,,,,,,,,0,5,Top,83.07,112.6,,,,,,,,,,,,,,,,,,,747948,668939,623993,622761,602104,683002,663527,656775,669065,,,,0.0,,0.0,0.0,,34,1,,2,4,4,2,4,2,4,2,,,,0.017,,,,,,,-2,2,0.239,0.761,29,33,30,33,2,1,,,,,,,,
96,96,799,,2024-03-16,,,,"Criswell, Cooper",663527,681867,strikeout,swinging_strike_blocked,,,,,,"Tyler Nevin strikes out swinging, catcher Tyler Heineman to first baseman Pablo Reyes.",S,R,R,BAL,BOS,S,2.0,,0,2,2024,,,,,,,,2,4,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.0,,0.0,0.0,,33,3,,2,4,2,4,4,2,2,4,,,,-0.013,,,,,,,-2,-2,0.252,0.252,27,27,28,27,2,1,,,,,,,,
97,97,864,,2024-03-16,,,,"Criswell, Cooper",663527,681867,,swinging_strike,,,,,,"Tyler Nevin strikes out swinging, catcher Tyler Heineman to first baseman Pablo Reyes.",S,R,R,BAL,BOS,S,,,0,1,2024,,,,,,,,2,4,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,33,2,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.252,0.252,27,27,28,27,2,1,,,,,,,,
98,98,909,,2024-03-16,,,,"Criswell, Cooper",663527,681867,,swinging_strike,,,,,,"Tyler Nevin strikes out swinging, catcher Tyler Heineman to first baseman Pablo Reyes.",S,R,R,BAL,BOS,S,,,0,0,2024,,,,,,,,2,4,Bot,,,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,,,,,,33,1,,2,4,2,4,4,2,2,4,,,,0.0,,,,,,,-2,-2,0.252,0.252,27,27,28,27,2,1,,,,,,,,
99,99,942,,2024-03-16,,,,"Criswell, Cooper",669065,681867,field_out,hit_into_play,,,,,,"Kyle Stowers grounds out, second baseman Jamie Westbrook to first baseman Pablo Reyes.",S,L,R,BAL,BOS,X,4.0,ground_ball,0,0,2024,,,,,,,,1,4,Bot,156.81,156.73,,,,,,,,,,,,,,,,,,,747948,623168,622569,642197,663853,657193,656495,677800,666915,,,,0.0,,0.0,0.0,,32,1,,2,4,2,4,4,2,2,4,,,,-0.019,,,,,,,-2,-2,0.271,0.271,27,26,28,26,2,1,,,,,,,,
